City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
223,Agadir,MA,2022-05-24 00:42:21,30.4202,-9.5982,64.85,86,1,7.94,clear sky
224,Tsumeb,NA,2022-05-24 00:42:21,-19.2333,17.7167,54.36,41,0,6.96,clear sky
225,Sorland,NO,2022-05-24 00:42:21,67.667,12.6934,49.86,89,100,13.76,overcast clouds
226,Hasaki,JP,2022-05-24 00:42:21,35.7333,140.8333,72.28,62,4,5.1,clear sky
227,Phu Ly,VN,2022-05-24 00:42:22,20.5411,105.9139,73.53,98,100,7.67,heavy intensity rain
228,Hambantota,LK,2022-05-24 00:34:32,6.1241,81.1185,80.26,82,100,16.73,overcast clouds
229,Aguas Vermelhas,BR,2022-05-24 00:42:22,-15.7472,-41.46,57.29,97,16,3.29,few clouds
230,Ancud,CL,2022-05-24 00:42:23,-41.8697,-73.8203,47.12,79,33,12.62,light rain
231,Mar Del Plata,AR,2022-05-24 00:38:30,-38.0023,-57.5575,56.08,87,100,2.3,moderate rain
232,Flinders,AU,2022-05-24 00:43:23,-34.5833,150.8552,66.06,84,17,5.01,light rain
233,Mahanoro,MG,2022-05-24 00:43:23,-19.9,48.8,66.88,88,8,3.58,clear sky
234,Ankang,CN,2022-05-24 00:43:24,32.68,109.0172,75.76,59,100,2.17,overcast clouds
235,Traverse City,US,2022-05-24 00:41:25,44.7631,-85.6206,51.91,50,75,6.91,broken clouds
236,Trinidad,BO,2022-05-24 00:43:24,-14.8333,-64.9,71.83,86,1,2.3,clear sky
237,East London,ZA,2022-05-24 00:34:34,-33.0153,27.9116,63.07,64,77,4.59,broken clouds
238,Cherskiy,RU,2022-05-24 00:43:24,68.75,161.3,56.98,44,100,21.56,overcast clouds
239,Mahibadhoo,MV,2022-05-24 00:43:25,3.7833,72.9667,82.9,77,96,11.74,overcast clouds
240,Axim,GH,2022-05-24 00:43:25,4.8699,-2.2405,77.47,86,100,7.74,moderate rain
241,Ambon,ID,2022-05-24 00:39:35,-3.6954,128.1814,78.94,89,20,1.14,light rain
242,Nea Stira,GR,2022-05-24 00:43:25,38.1833,24.2,74.84,65,7,2.26,clear sky
243,Praia Da Vitoria,PT,2022-05-24 00:43:25,38.7333,-27.0667,61.75,88,40,9.64,scattered clouds
244,Shakawe,BW,2022-05-24 00:43:26,-18.3667,21.85,48.58,49,3,4.7,clear sky
245,Orange Cove,US,2022-05-24 00:43:26,36.6244,-119.3137,92.79,10,37,6.2,scattered clouds
246,Butembo,CD,2022-05-24 00:43:27,0.15,29.2833,57.88,97,99,2.59,light rain
247,Constitucion,CL,2022-05-24 00:43:28,-35.3333,-72.4167,52.97,91,100,4.54,overcast clouds
248,Miguel Auza,MX,2022-05-24 00:43:29,24.2933,-103.4503,81.07,8,3,17.18,clear sky
249,Cayenne,GF,2022-05-24 00:43:29,4.9333,-52.3333,81.09,1,0,1.99,clear sky
250,Portland,US,2022-05-24 00:34:32,45.5234,-122.6762,72.18,52,20,9.22,few clouds
251,Saldanha,ZA,2022-05-24 00:43:29,-33.0117,17.9442,59.34,94,100,6.6,overcast clouds
252,Samarinda,ID,2022-05-24 00:43:30,-0.5,117.15,85.24,67,24,2.95,few clouds
253,Codrington,AU,2022-05-24 00:43:30,-38.2667,141.9667,62.44,54,0,7.81,clear sky
254,Tocopilla,CL,2022-05-24 00:41:54,-22.092,-70.1979,62.89,74,19,4.0,few clouds
255,Mamontovo,RU,2022-05-24 00:43:30,52.7055,81.6244,57.76,49,89,11.9,overcast clouds
256,Sabang,ID,2022-05-24 00:43:31,5.8933,95.3214,83.93,74,100,17.11,overcast clouds
257,Mulege,MX,2022-05-24 00:43:31,26.8833,-111.9833,82.44,42,0,5.84,clear sky
258,Palauig,PH,2022-05-24 00:43:31,15.435,119.9045,85.62,68,16,9.28,few clouds
259,Haimen,CN,2022-05-24 00:43:31,23.1935,116.6142,71.49,92,100,13.87,overcast clouds
260,Ipixuna,BR,2022-05-24 00:43:32,-1.7625,-48.8043,72.73,98,100,3.67,overcast clouds
261,Constantine,DZ,2022-05-24 00:43:32,36.365,6.6147,65.61,59,0,4.61,clear sky
262,Akdepe,TM,2022-05-24 00:43:33,42.0551,59.3788,66.29,23,100,14.45,overcast clouds
263,Mamallapuram,IN,2022-05-24 00:43:33,12.6264,80.1722,86.05,77,78,12.37,broken clouds
264,Veraval,IN,2022-05-24 00:43:33,20.9,70.3667,83.95,73,100,16.51,overcast clouds
265,Kuopio,FI,2022-05-24 00:43:33,62.8924,27.677,46.35,76,0,1.14,clear sky
266,Akyab,MM,2022-05-24 00:43:34,20.15,92.9,77.36,86,100,5.06,overcast clouds
267,Whitley Bay,GB,2022-05-24 00:43:34,55.0397,-1.4471,52.2,80,0,6.91,clear sky
268,Inhambane,MZ,2022-05-24 00:43:34,-23.865,35.3833,60.64,93,2,6.42,clear sky
269,Margate,GB,2022-05-24 00:35:54,51.3813,1.3862,51.69,87,26,4.0,scattered clouds
270,Davenport,US,2022-05-24 00:43:26,41.5236,-90.5776,64.27,41,0,9.22,clear sky
271,Lahij,YE,2022-05-24 00:43:35,13.1667,44.5833,82.27,42,3,0.76,clear sky
272,Te Anau,NZ,2022-05-24 00:43:35,-45.4167,167.7167,50.65,81,100,2.91,overcast clouds
273,Comodoro Rivadavia,AR,2022-05-24 00:43:35,-45.8667,-67.5,44.46,49,0,5.75,clear sky
274,Keelung,TW,2022-05-24 00:43:36,25.1283,121.7419,77.05,86,100,4.99,overcast clouds
275,Zagare,LT,2022-05-24 00:44:36,56.3592,23.25,43.86,70,0,3.89,clear sky
276,Cidreira,BR,2022-05-24 00:44:36,-30.1811,-50.2056,61.52,83,0,7.67,clear sky
277,Sambava,MG,2022-05-24 00:35:46,-14.2667,50.1667,70.25,81,24,9.42,few clouds
278,Qaqortoq,GL,2022-05-24 00:44:19,60.7167,-46.0333,35.02,79,61,15.99,broken clouds
279,Tuim,RU,2022-05-24 00:44:37,54.3417,89.9261,55.47,48,0,3.89,clear sky
280,Vestmanna,FO,2022-05-24 00:44:37,62.1564,-7.1664,41.92,100,100,10.36,light rain
281,Sonoita,MX,2022-05-24 00:44:37,31.85,-112.8333,83.03,15,16,12.66,few clouds
282,Payo,ID,2022-05-24 00:44:37,-3.7508,103.6372,77.29,88,100,0.51,overcast clouds
283,Bulawayo,ZW,2022-05-24 00:40:01,-20.15,28.5833,50.29,56,0,4.27,clear sky
284,Takanabe,JP,2022-05-24 00:44:38,32.1333,131.5,71.49,64,56,4.74,broken clouds
285,Qiqihar,CN,2022-05-24 00:44:38,47.3408,123.9672,53.94,67,100,5.61,light rain
286,San Patricio,US,2022-05-24 00:35:52,28.017,-97.5169,81.32,71,16,14.79,few clouds
287,Inirida,CO,2022-05-24 00:44:38,3.8653,-67.9239,73.56,97,91,0.69,overcast clouds
288,Parana,AR,2022-05-24 00:44:38,-31.732,-60.5238,62.55,81,100,9.82,overcast clouds
289,Varia,FR,2022-05-24 00:44:39,44.5725,-0.1104,59.0,87,54,7.54,broken clouds
290,Yanji,CN,2022-05-24 00:44:39,42.9075,129.5078,75.69,52,91,2.82,overcast clouds
291,Rorvik,NO,2022-05-24 00:44:39,64.8621,11.2373,51.1,79,100,9.15,overcast clouds
292,Gat,IL,2022-05-24 00:44:40,31.61,34.7642,69.4,78,0,4.0,clear sky
293,Kearney,US,2022-05-24 00:42:37,40.6995,-99.0815,51.71,88,100,1.99,overcast clouds
294,Vardo,NO,2022-05-24 00:34:42,70.3705,31.1107,35.58,87,6,19.57,clear sky
295,Muisne,EC,2022-05-24 00:44:40,0.6,-80.0333,77.5,83,100,11.3,overcast clouds
296,Rottingdean,GB,2022-05-24 00:44:40,50.8098,-0.0594,52.68,87,99,10.0,overcast clouds
297,Avera,US,2022-05-24 00:44:41,33.194,-82.5271,71.65,90,100,7.45,overcast clouds
298,Gizo,SB,2022-05-24 00:44:41,-8.103,156.8419,84.16,70,16,3.85,few clouds
299,Kibala,TD,2022-05-24 00:44:41,9.1104,18.3463,76.95,83,0,11.5,clear sky
300,Mizan Teferi,ET,2022-05-24 00:44:41,6.9833,35.5833,60.12,97,52,2.91,light rain
301,Havoysund,NO,2022-05-24 00:44:42,70.9963,24.6622,46.63,78,5,12.95,clear sky
302,Omsukchan,RU,2022-05-24 00:39:44,62.5333,155.8,39.18,88,100,11.21,overcast clouds
303,Saint-Philippe,RE,2022-05-24 00:44:42,-21.3585,55.7679,69.39,78,53,13.91,broken clouds
304,Cortez,US,2022-05-24 00:44:42,37.3489,-108.5859,61.7,26,75,4.61,broken clouds
305,Terney,RU,2022-05-24 00:44:43,45.0503,136.6092,54.19,81,100,6.53,light rain
306,Panjab,AF,2022-05-24 00:44:43,34.388,67.0233,46.06,30,0,1.9,clear sky
307,Kloulklubed,PW,2022-05-24 00:44:43,7.0419,134.2556,82.9,77,100,15.14,overcast clouds
308,Mangrol,IN,2022-05-24 00:44:43,21.1167,70.1167,83.86,73,100,16.22,overcast clouds
309,Marsh Harbour,BS,2022-05-24 00:44:44,26.5412,-77.0636,78.26,74,12,15.61,few clouds
310,Namatanai,PG,2022-05-24 00:44:44,-3.6667,152.4333,83.82,73,98,8.25,light rain
311,Pilar,BR,2022-05-24 00:44:44,-9.5972,-35.9567,75.13,92,54,4.12,broken clouds
312,Hamilton,US,2022-05-24 00:42:52,39.1834,-84.5333,62.73,72,75,10.36,broken clouds
313,Loa Janan,ID,2022-05-24 00:44:45,-0.583,117.095,84.9,68,42,2.84,scattered clouds
314,Makaha,US,2022-05-24 00:44:45,21.4694,-158.2175,85.91,47,20,10.36,few clouds
315,Minot,US,2022-05-24 00:44:00,48.2325,-101.2963,64.62,45,0,3.44,clear sky
316,Monte Patria,CL,2022-05-24 00:44:45,-30.6919,-70.9467,64.67,38,100,1.66,overcast clouds
317,Cap Malheureux,MU,2022-05-24 00:44:46,-19.9842,57.6142,75.47,68,2,11.99,clear sky
318,Aklavik,CA,2022-05-24 00:44:46,68.2191,-135.0107,37.85,60,11,5.97,few clouds
319,Asyut,EG,2022-05-24 00:44:46,27.181,31.1837,71.78,23,0,6.98,clear sky
320,Sinop,TR,2022-05-24 00:44:46,41.7711,34.8709,46.04,88,14,5.7,few clouds
321,Mareeba,AU,2022-05-24 00:45:51,-17.0,145.4333,76.48,80,95,3.94,overcast clouds
322,Pierre,US,2022-05-24 00:45:51,44.3683,-100.351,58.12,53,0,26.46,clear sky
323,Santa Isabel Do Rio Negro,BR,2022-05-24 00:45:51,-0.4139,-65.0192,73.11,95,34,2.46,scattered clouds
324,Caravelas,BR,2022-05-24 00:45:52,-17.7125,-39.2481,69.75,72,0,6.51,clear sky
325,Podor,MR,2022-05-24 00:45:52,16.6527,-14.9587,69.75,78,0,4.61,clear sky
326,Kahului,US,2022-05-24 00:45:52,20.8947,-156.47,86.02,63,75,21.85,broken clouds
327,Goure,NE,2022-05-24 00:45:52,13.9835,10.2704,82.08,12,63,4.7,broken clouds
328,Talnakh,RU,2022-05-24 00:45:53,69.4865,88.3972,33.21,85,100,1.14,overcast clouds
329,Krasnoselkup,RU,2022-05-24 00:45:53,65.7,82.4667,51.48,54,8,12.03,clear sky
330,Alugan,PH,2022-05-24 00:45:53,12.2188,125.4808,84.63,73,32,4.43,scattered clouds
331,Concarneau,FR,2022-05-24 00:45:54,47.875,-3.9225,51.82,83,17,11.34,few clouds
332,Touros,BR,2022-05-24 00:45:16,-5.1989,-35.4608,74.8,92,84,9.86,light rain
333,Sao Joao Da Barra,BR,2022-05-24 00:45:54,-21.6403,-41.0511,70.84,76,1,9.31,clear sky
334,Sabha,LY,2022-05-24 00:45:54,27.0377,14.4283,79.63,11,100,12.53,overcast clouds
335,Vernon,CA,2022-05-24 00:41:02,50.2581,-119.2691,64.76,45,63,4.61,broken clouds
336,Kihei,US,2022-05-24 00:45:55,20.785,-156.4656,86.02,67,75,21.85,broken clouds
337,Puerto Leguizamo,CO,2022-05-24 00:45:55,-0.1934,-74.7819,72.82,98,100,1.07,overcast clouds
338,Hoopstad,ZA,2022-05-24 00:45:55,-27.8327,25.9083,51.24,63,0,5.46,clear sky
339,Birjand,IR,2022-05-24 00:45:55,32.8663,59.2211,54.07,16,0,4.61,clear sky
340,Cruzeiro Do Sul,BR,2022-05-24 00:45:56,-29.5128,-51.9853,61.09,91,0,2.82,clear sky
341,Tezu,IN,2022-05-24 00:45:56,27.9167,96.1667,80.04,69,81,0.78,broken clouds
342,Korop,UA,2022-05-24 00:45:56,51.5664,32.9586,40.44,82,6,5.3,clear sky
343,Saint-Georges,GD,2022-05-24 00:45:56,12.0564,-61.7485,80.28,83,20,8.05,few clouds
344,La Reforma,MX,2022-05-24 00:45:57,25.0833,-108.05,77.9,58,0,6.98,clear sky
345,Yenagoa,NG,2022-05-24 00:45:57,4.9247,6.2642,71.15,96,100,1.01,overcast clouds
346,Launceston,AU,2022-05-24 00:45:57,-41.45,147.1667,52.81,93,0,6.91,clear sky
347,Grand Gaube,MU,2022-05-24 00:45:58,-20.0064,57.6608,75.38,68,1,11.99,clear sky
348,Dunedin,NZ,2022-05-24 00:45:24,-45.8742,170.5036,53.76,69,100,16.73,overcast clouds
349,Los Llanos De Aridane,ES,2022-05-24 00:45:58,28.6585,-17.9182,65.95,77,100,16.11,overcast clouds
350,Broome,US,2022-05-24 00:45:59,42.2506,-75.833,58.68,70,0,5.75,clear sky
351,Yulara,AU,2022-05-24 00:45:59,-25.2406,130.9889,66.0,48,100,6.78,overcast clouds
352,Rabat,MA,2022-05-24 00:45:59,33.9911,-6.8401,66.27,80,75,4.61,broken clouds
353,Changji,CN,2022-05-24 00:45:59,44.0167,87.3167,72.39,40,0,4.47,clear sky
354,Dustlik,UZ,2022-05-24 00:46:00,40.5247,68.0358,60.87,62,0,4.92,clear sky
355,Arbazh,RU,2022-05-24 00:46:00,57.6804,48.3065,30.85,96,100,6.13,overcast clouds
356,Saint Peter,BB,2022-05-24 00:46:00,13.25,-59.6167,79.36,78,100,13.31,overcast clouds
357,Deer Lake,CA,2022-05-24 00:45:28,49.1667,-57.4316,48.06,76,100,3.44,overcast clouds
358,Muleba,TZ,2022-05-24 00:46:01,-1.8397,31.6544,67.19,78,100,4.83,overcast clouds
359,Mustasaari,FI,2022-05-24 00:44:55,63.1142,21.6822,45.9,75,0,0.0,clear sky
360,Nampula,MZ,2022-05-24 00:46:01,-15.1165,39.2666,69.75,94,100,8.05,fog
361,Osoyoos,CA,2022-05-24 00:41:20,49.0331,-119.4524,66.96,69,99,6.91,overcast clouds
362,Norman Wells,CA,2022-05-24 00:46:02,65.282,-126.8329,51.84,40,75,9.22,broken clouds
363,Nouadhibou,MR,2022-05-24 00:46:02,20.931,-17.0347,66.18,88,0,14.97,clear sky
364,Iskateley,RU,2022-05-24 00:46:02,67.6803,53.1512,32.0,98,100,9.51,light snow
365,Bukachacha,RU,2022-05-24 00:46:05,52.9833,116.9167,62.42,30,9,8.34,clear sky
366,Marang,MY,2022-05-24 00:46:05,5.2056,103.2059,80.51,81,97,4.65,overcast clouds
367,Kingussie,GB,2022-05-24 00:47:05,57.08,-4.0523,45.57,92,100,3.02,overcast clouds
368,Avon,US,2022-05-24 00:45:26,41.4517,-82.0354,57.58,65,75,16.11,broken clouds
369,Villarrica,PY,2022-05-24 00:47:06,-25.75,-56.4333,59.65,83,0,5.44,clear sky
370,Petropavlovka,RU,2022-05-24 00:47:06,50.6114,105.3196,57.43,51,2,0.72,clear sky
371,Shatrovo,RU,2022-05-24 00:47:06,56.5167,64.6333,52.14,94,97,11.14,overcast clouds
372,Lockhart,US,2022-05-24 00:47:07,28.6194,-81.4426,84.99,69,0,12.66,clear sky
373,Borzya,RU,2022-05-24 00:47:07,50.3833,116.5167,62.15,26,3,17.69,clear sky
374,La Grande,US,2022-05-24 00:42:09,45.3246,-118.0877,62.37,45,59,6.06,broken clouds
375,Paracuru,BR,2022-05-24 00:47:07,-3.41,-39.0306,80.11,78,42,6.76,scattered clouds
376,Lichuan,CN,2022-05-24 00:47:08,30.3,108.85,61.97,78,99,1.61,overcast clouds
377,Vostok,RU,2022-05-24 00:47:08,46.4856,135.8833,65.48,58,100,5.61,overcast clouds
378,Pozo Colorado,PY,2022-05-24 00:47:09,-23.4923,-58.7972,67.21,59,0,6.26,clear sky
379,Sao Filipe,CV,2022-05-24 00:47:09,14.8961,-24.4956,71.87,76,12,7.38,few clouds
380,Aragats,AM,2022-05-24 00:47:09,40.4889,44.3528,38.77,82,39,4.23,scattered clouds
381,Nouakchott,MR,2022-05-24 00:43:36,18.0858,-15.9785,66.13,91,0,15.59,clear sky
382,Copiapo,CL,2022-05-24 00:42:57,-27.3667,-70.3333,53.29,58,96,0.74,overcast clouds
383,Bantry,IE,2022-05-24 00:47:10,51.6833,-9.45,48.78,92,96,6.17,overcast clouds
384,Olden,NO,2022-05-24 00:47:10,61.8364,6.8064,50.74,90,100,5.21,light rain
385,Taksimo,RU,2022-05-24 00:44:31,56.3444,114.8794,61.66,41,69,5.5,broken clouds
386,Plettenberg Bay,ZA,2022-05-24 00:47:10,-34.0527,23.3716,59.16,72,100,3.29,overcast clouds
387,Tabas,IR,2022-05-24 00:47:11,33.5959,56.9244,80.11,11,0,7.85,clear sky
388,Sumbe,AO,2022-05-24 00:47:11,-11.2061,13.8437,71.02,85,33,6.2,scattered clouds
389,Dzidzantun,MX,2022-05-24 00:47:12,21.25,-89.05,87.15,43,32,7.27,scattered clouds
390,Itoman,JP,2022-05-24 00:47:12,26.1247,127.6694,79.57,94,75,12.66,broken clouds
391,Darovskoy,RU,2022-05-24 00:47:12,58.77,47.9564,33.37,100,100,3.4,light snow
392,Asau,RO,2022-05-24 00:47:13,46.4333,26.4,52.72,100,75,0.81,broken clouds
393,Hofn,IS,2022-05-24 00:47:13,64.2539,-15.2082,46.45,88,19,4.38,few clouds
394,Komsomolskiy,UZ,2022-05-24 00:47:13,40.4272,71.7189,52.52,82,100,6.91,overcast clouds
395,Kamenka,RU,2022-05-24 00:47:13,51.3223,42.7678,37.6,81,2,6.13,clear sky
396,Mabaruma,GY,2022-05-24 00:47:14,8.2,-59.7833,72.07,98,100,2.17,overcast clouds
397,Ardakan,IR,2022-05-24 00:47:14,32.31,54.0175,79.79,12,0,7.56,clear sky
398,Port Moresby,PG,2022-05-24 00:47:15,-9.4431,147.1797,87.22,70,40,6.91,scattered clouds
399,Rundu,NA,2022-05-24 00:47:15,-17.9333,19.7667,47.88,45,0,5.73,clear sky
400,Kajaani,FI,2022-05-24 00:47:15,64.2273,27.7285,39.25,81,0,3.44,clear sky
401,Tuy Hoa,VN,2022-05-24 00:45:55,13.0833,109.3,83.84,69,73,6.13,broken clouds
402,Aksarayskiy,RU,2022-05-24 00:47:16,46.7924,48.0119,55.69,74,100,10.0,overcast clouds
403,Udachnyy,RU,2022-05-24 00:47:16,66.4167,112.4,35.46,86,100,16.84,overcast clouds
404,Pochutla,MX,2022-05-24 00:47:16,15.7432,-96.4661,89.42,64,2,7.45,clear sky
405,Plymouth,US,2022-05-24 00:44:29,41.8334,-70.8328,63.28,63,0,3.44,clear sky
406,Nador,MA,2022-05-24 00:47:17,35.174,-2.9287,77.25,41,0,11.5,clear sky
407,Ruidoso,US,2022-05-24 00:47:17,33.3317,-105.673,73.56,13,0,13.8,clear sky
408,Aviles,ES,2022-05-24 00:47:17,43.5547,-5.9248,55.92,87,100,12.66,moderate rain
409,Brokopondo,SR,2022-05-24 00:47:18,4.75,-55.1667,75.72,91,100,8.08,overcast clouds
410,Onega,RU,2022-05-24 00:47:18,63.9061,38.1404,33.06,86,100,12.41,overcast clouds
411,Kainantu,PG,2022-05-24 00:47:18,-6.2887,145.8655,74.35,59,12,4.7,few clouds
412,Kita,ML,2022-05-24 00:47:19,13.0349,-9.4895,87.6,37,100,7.09,light rain
413,Sarajevo,BA,2022-05-24 00:43:06,43.8486,18.3564,57.11,100,20,1.14,few clouds
414,Kavieng,PG,2022-05-24 00:48:19,-2.5744,150.7967,85.03,68,72,13.73,broken clouds
415,Lodwar,KE,2022-05-24 00:48:19,3.1191,35.5973,83.8,41,58,14.43,broken clouds
416,Hikari,JP,2022-05-24 00:48:20,33.955,131.95,71.58,60,1,4.16,clear sky
417,Kargasok,RU,2022-05-24 00:48:20,59.0556,80.8572,59.49,51,50,13.51,scattered clouds
418,Atasu,KZ,2022-05-24 00:48:20,48.6814,71.6433,57.42,34,71,6.82,broken clouds
419,Ninohe,JP,2022-05-24 00:48:21,40.2724,141.3061,70.3,48,1,8.81,clear sky
420,Viedma,AR,2022-05-24 00:48:21,-40.8135,-62.9967,50.16,46,100,14.72,overcast clouds
421,Hailar,CN,2022-05-24 00:48:24,49.2,119.7,61.12,31,24,14.52,few clouds
422,Port Blair,IN,2022-05-24 00:48:24,11.6667,92.75,84.24,84,100,11.5,mist
423,Jumla,NP,2022-05-24 00:48:24,29.2747,82.1838,54.14,77,78,2.75,broken clouds
424,Nanakuli,US,2022-05-24 00:48:25,21.3906,-158.1547,85.95,53,0,16.11,clear sky
425,Hit,IQ,2022-05-24 00:48:25,33.6416,42.8251,72.82,39,0,11.56,clear sky
426,Lumphat,KH,2022-05-24 00:48:25,13.4878,106.9816,75.94,95,100,2.39,overcast clouds
427,Maragogi,BR,2022-05-24 00:48:26,-9.0122,-35.2225,76.33,88,100,10.76,overcast clouds
428,Kidal,ML,2022-05-24 00:48:26,18.4411,1.4078,85.84,30,0,9.86,clear sky
429,Vila Franca Do Campo,PT,2022-05-24 00:48:27,37.7167,-25.4333,62.2,85,82,7.18,broken clouds
430,Thunder Bay,CA,2022-05-24 00:47:07,48.4001,-89.3168,58.91,33,75,17.27,broken clouds
431,Alofi,NU,2022-05-24 00:48:27,-19.0595,-169.9187,82.29,69,40,14.97,scattered clouds
432,Puntarenas,CR,2022-05-24 00:48:27,9.9763,-84.8384,80.74,82,100,3.31,overcast clouds
433,Tamandare,BR,2022-05-24 00:48:02,-8.7597,-35.1047,76.44,88,100,9.82,light rain
434,Xining,CN,2022-05-24 00:48:28,36.6167,101.7667,61.95,50,78,5.37,broken clouds
435,Lata,PT,2022-05-24 00:48:28,40.1629,-8.3327,56.07,95,18,4.07,few clouds
436,Toyooka,JP,2022-05-24 00:48:28,35.5333,134.8333,69.85,56,0,1.14,clear sky
437,Terrace,CA,2022-05-24 00:48:29,54.5163,-128.6035,60.71,44,75,14.97,broken clouds
438,Iramuco,MX,2022-05-24 00:48:29,19.95,-100.9167,62.44,78,100,4.32,overcast clouds
439,Vulcan,RO,2022-05-24 00:48:29,45.3833,23.2667,45.79,84,12,2.42,few clouds
440,Sarangani,PH,2022-05-24 00:48:30,5.4033,125.4636,84.04,73,31,10.36,scattered clouds
441,Buala,SB,2022-05-24 00:48:30,-8.145,159.5921,86.23,65,49,5.3,scattered clouds
442,Jalu,LY,2022-05-24 00:48:30,29.0331,21.5482,74.5,11,0,9.35,clear sky
443,Soltsy,RU,2022-05-24 00:48:31,58.1239,30.3238,41.16,87,93,5.59,overcast clouds
444,Qasigiannguit,GL,2022-05-24 00:48:31,68.8193,-51.1922,32.25,94,100,4.56,overcast clouds
445,Monrovia,LR,2022-05-24 00:44:00,6.3005,-10.7969,75.52,92,100,5.61,moderate rain
446,Ust-Maya,RU,2022-05-24 00:48:32,60.4167,134.5333,57.85,44,88,5.75,overcast clouds
447,Myitkyina,MM,2022-05-24 00:48:32,25.3833,97.4,79.34,79,70,1.52,broken clouds
448,Atar,MR,2022-05-24 00:48:32,20.5169,-13.0499,90.28,18,18,6.02,few clouds
